brightness,contrast,saturation,sharpness,dominant_color_1,dominant_color_2,dominant_color_3,image_name,raw_rating,rating
135.66,60.59,75.93,5003.62,"[131, 112, 94]","[195, 176, 157]","[58, 42, 32]",boho style living room.jpg,791.37,2.27
150.41,57.68,69.28,5405.16,"[138, 113, 97]","[185, 184, 182]","[82, 53, 39]",Chennapatna Toys Partition GI Tag Art Guruvayur Mural Living Room Decor Idea.jpg,852.3795,2.37
111.24,62.5,130.16,5605.54,"[185, 173, 155]","[57, 33, 16]","[125, 96, 71]",Classic Touch.jpg,886.416,2.43
151.46,54.82,74.13,1775.92,"[83, 58, 36]","[139, 122, 105]","[191, 180, 163]",Creative ceiling ideas - False ceiling design for bedroom.jpg,308.44949999999994,1.45
147.53,59.88,85.14,5852.37,"[139, 110, 80]","[59, 45, 35]","[199, 178, 151]",download (1).jpg,921.738,2.49
143.42,66.36,103.47,3497.82,"[66, 38, 23]","[203, 180, 158]","[146, 113, 82]",download (10).jpg,571.6605,1.9
158.26,61.33,80.93,5496.13,"[161, 129, 95]","[198, 194, 184]","[72, 48, 31]",download (11).jpg,869.4975,2.4
132.04,62.6,116.23,7346.45,"[76, 49, 30]","[156, 124, 91]","[211, 200, 181]",download (12).jpg,1148.598,2.88
157.33,65.91,70.74,6099.95,"[218, 200, 174]","[51, 43, 33]","[163, 142, 114]",download (13).jpg,959.0894999999999,2.56
132.84,65.34,94.74,3707.98,"[204, 191, 169]","[63, 43, 30]","[157, 144, 122]",download (14).jpg,600.135,1.94
131.48,58.65,94.67,3384.65,"[195, 182, 160]","[62, 38, 25]","[150, 130, 110]",download (15).jpg,550.4175,1.86
123.67,57.6,86.86,6500.74,"[179, 161, 135]","[99, 89, 78]","[28, 22, 19]",download (2).jpg,1015.3304999999999,2.65
129.98,52.91,58.62,5503.09,"[111, 116, 119]","[175, 186, 192]","[34, 48, 58]",download (3).jpg,861.6899999999999,2.39
176.64,53.22,49.75,6402.01,"[163, 151, 142]","[61, 65, 77]","[215, 208, 202]",download (4).jpg,1002.243,2.63
165.5,32.54,50.04,2287.9,"[188, 181, 174]","[159, 142, 126]","[90, 78, 61]",download (5).jpg,380.397,1.57
121.81,56.64,84.76,4733.3,"[178, 160, 137]","[99, 88, 78]","[34, 27, 23]",download (6).jpg,749.4765,2.2
124.69,39.8,30.99,1208.78,"[138, 134, 132]","[83, 81, 80]","[207, 194, 178]",download (7).jpg,210.63899999999998,1.28
115.75,70.09,119.88,4376.56,"[210, 198, 171]","[130, 104, 80]","[55, 32, 18]",download (8).jpg,702.3420000000001,2.12
129.26,52.95,78.8,2370.41,"[137, 123, 109]","[79, 57, 38]","[194, 180, 165]",download (9).jpg,394.71299999999997,1.59
133.89,53.6,100.34,6168.99,"[64, 45, 30]","[138, 112, 87]","[197, 182, 157]",download.jpg,968.5229999999999,2.57
122.34,67.1,55.77,6712.61,"[47, 40, 32]","[197, 195, 191]","[131, 119, 106]",Fall Centerpieces for Dining Table#Cozy Farmhouse Fall Decor  indian home decor.jpg,1043.673,2.7
203.5,46.23,77.45,5715.45,"[232, 215, 185]","[132, 103, 72]","[199, 170, 132]",fb16ab26-c5ea-469f-bf7d-2f254c5f6f26.jpg,906.3945,2.47
133.9,58.55,102.89,2894.08,"[144, 115, 83]","[64, 41, 29]","[200, 182, 149]",home decor.jpg,478.41299999999995,1.74
117.93,66.13,68.46,7140.06,"[180, 172, 160]","[33, 28, 20]","[124, 112, 89]",home decorating home decor kitchen home decorating ideas home design ideas home decor ideas living.jpg,1108.887,2.81
150.14,45.78,52.79,3407.0,"[139, 121, 107]","[201, 188, 180]","[81, 66, 57]",image_0901 (1).jpg,548.3565,1.86
133.45,63.59,80.52,4815.14,"[194, 180, 173]","[118, 98, 87]","[63, 34, 20]",image_0901 (2).jpg,763.9050000000001,2.22
143.02,57.34,73.6,4089.91,"[212, 201, 196]","[151, 132, 123]","[85, 52, 33]",image_0901 (3).jpg,654.5805,2.04
138.05,63.91,86.34,4506.93,"[86, 49, 31]","[211, 201, 196]","[157, 141, 135]",image_0901 (4).jpg,719.2845,2.15
131.03,59.09,68.77,6871.11,"[48, 47, 43]","[195, 188, 174]","[119, 117, 104]",image_0901 (6).jpg,1069.4999999999998,2.74
173.53,79.97,84.87,5010.54,"[226, 209, 187]","[46, 27, 17]","[153, 120, 88]",image_0901.jpg,802.3365,2.29
118.7,56.66,111.29,5720.29,"[56, 34, 25]","[127, 96, 79]","[200, 176, 148]",IMG-20250102-WA0029.jpg,901.0409999999999,2.46
171.01,62.84,112.57,3141.14,"[113, 63, 23]","[208, 193, 168]","[161, 118, 75]",IMG-20250102-WA0030.jpg,523.1339999999999,1.81
175.88,63.84,53.32,6041.16,"[185, 164, 137]","[74, 65, 56]","[223, 217, 206]",IMG-20250102-WA0031.jpg,950.13,2.54
152.43,72.41,51.67,8600.5,"[211, 210, 206]","[66, 50, 35]","[144, 136, 114]",IMG-20250102-WA0032.jpg,1331.5515,3.19
109.6,59.77,105.57,6079.22,"[196, 170, 134]","[43, 31, 22]","[118, 94, 71]",IMG-20250102-WA0033.jpg,953.124,2.55
142.13,61.06,59.5,4911.32,"[141, 131, 122]","[199, 196, 196]","[77, 58, 44]",IMG-20250102-WA0034.jpg,776.1015,2.24
85.34,61.56,71.44,4239.55,"[28, 26, 21]","[208, 196, 188]","[81, 67, 61]",IMG-20250102-WA0035.jpg,668.6835,2.06
217.38,54.68,66.03,3451.6,"[231, 222, 208]","[204, 166, 98]","[85, 62, 29]",IMG-20250102-WA0036.jpg,568.4535,1.89
117.19,58.21,81.86,5779.91,"[140, 122, 102]","[66, 54, 41]","[209, 194, 170]",IMG-20250102-WA0037.jpg,905.5754999999999,2.46
129.67,54.9,77.11,4075.7,"[133, 116, 99]","[71, 56, 42]","[203, 191, 178]",IMG-20250102-WA0038.jpg,650.6069999999999,2.03
164.05,44.84,42.13,3752.63,"[91, 73, 59]","[191, 187, 185]","[160, 147, 132]",IMG-20250102-WA0039.jpg,600.5475,1.94
139.86,61.8,54.64,6595.85,"[139, 129, 108]","[199, 201, 188]","[67, 58, 46]",IMG-20250103-WA0001.jpg,1027.8225,2.67
129.34,53.04,64.75,2027.63,"[134, 118, 101]","[58, 48, 38]","[217, 203, 183]",IMG-20250103-WA0002.jpg,341.214,1.5
181.82,56.09,126.28,4961.04,"[185, 145, 95]","[224, 201, 168]","[132, 84, 35]",IMG-20250103-WA0003.jpg,798.7845,2.28
166.64,56.88,54.62,4243.2,"[170, 151, 132]","[66, 52, 40]","[220, 212, 205]",IMG-20250103-WA0004.jpg,678.2009999999999,2.08
135.13,70.09,25.2,3419.83,"[52, 52, 56]","[208, 199, 201]","[146, 133, 134]",IMG-20250103-WA0005.jpg,547.5374999999999,1.85
120.97,54.16,115.63,4169.77,"[132, 108, 84]","[203, 187, 163]","[76, 48, 27]",IMG-20250103-WA0006.jpg,669.0795,2.06
147.51,52.47,80.91,4657.95,"[76, 65, 54]","[207, 189, 164]","[155, 134, 111]",IMG-20250103-WA0007.jpg,740.826,2.18
99.07,63.01,87.47,5427.21,"[212, 210, 196]","[51, 45, 33]","[122, 120, 102]",IMG-20250103-WA0008.jpg,851.514,2.37
113.11,56.16,97.55,5228.78,"[127, 105, 86]","[63, 45, 32]","[200, 182, 159]",IMG-20250103-WA0009.jpg,824.3399999999999,2.33
115.34,64.94,62.2,10528.92,"[39, 31, 24]","[189, 184, 175]","[114, 104, 91]",IMG-20250103-WA0018.jpg,1615.71,3.67
172.02,59.31,48.82,7282.68,"[217, 209, 199]","[87, 71, 54]","[159, 144, 123]",IMG-20250103-WA0019.jpg,1134.4245,2.85
90.68,64.89,43.18,3965.7,"[36, 31, 28]","[180, 175, 171]","[111, 99, 92]",IMG-20250103-WA0020.jpg,624.6674999999999,1.99
187.81,72.47,35.24,7618.33,"[228, 227, 224]","[57, 54, 50]","[159, 141, 118]",IMG-20250103-WA0021.jpg,1187.0774999999999,2.94
183.04,72.39,41.58,6676.94,"[225, 224, 220]","[39, 38, 37]","[170, 148, 135]",IMG-20250103-WA0022.jpg,1046.0925,2.7
165.41,58.12,50.95,3906.43,"[164, 152, 139]","[105, 83, 64]","[222, 217, 211]",IMG-20250103-WA0023.jpg,627.1365,1.99
181.93,65.65,44.91,10372.06,"[230, 231, 223]","[70, 80, 69]","[171, 166, 144]",IMG-20250104-WA0002.jpg,1599.6825,3.65
161.94,60.81,95.61,5404.59,"[212, 195, 174]","[107, 68, 39]","[172, 146, 120]",IMG-20250104-WA0003.jpg,858.4425,2.38
195.42,63.22,49.82,3448.87,"[176, 160, 147]","[118, 73, 52]","[227, 220, 213]",IMG-20250104-WA0004.jpg,563.5994999999999,1.88
114.86,61.98,51.64,4023.66,"[150, 138, 125]","[50, 52, 45]","[215, 211, 203]",IMG-20250104-WA0005.jpg,637.821,2.01
164.83,65.65,32.38,4838.38,"[171, 167, 165]","[86, 70, 58]","[224, 225, 225]",IMG-20250104-WA0006.jpg,765.1859999999999,2.23
155.92,71.89,28.32,10034.46,"[50, 49, 45]","[210, 209, 207]","[132, 125, 117]",IMG-20250104-WA0007.jpg,1543.5884999999998,3.55
188.1,56.41,26.18,2564.64,"[92, 81, 67]","[221, 222, 223]","[174, 165, 154]",IMG-20250104-WA0008.jpg,425.29949999999997,1.65
177.21,53.04,57.43,4157.27,"[147, 152, 152]","[76, 76, 73]","[206, 202, 197]",IMG-20250104-WA0009.jpg,666.7425000000001,2.06
177.64,71.98,39.35,6713.06,"[225, 214, 206]","[62, 50, 46]","[158, 142, 123]",IMG-20250104-WA0010.jpg,1050.3045,2.71
138.71,67.28,37.13,5759.46,"[200, 198, 194]","[44, 43, 40]","[112, 115, 113]",IMG-20250104-WA0011.jpg,900.387,2.46
147.88,66.35,62.23,13441.18,"[212, 202, 190]","[48, 39, 30]","[141, 123, 106]",IMG-20250104-WA0012.jpg,2057.6459999999997,4.42
203.63,70.54,63.72,11593.53,"[109, 57, 53]","[238, 236, 234]","[208, 164, 148]",IMG-20250104-WA0013.jpg,1789.7130000000002,3.97
136.81,58.43,58.58,4679.28,"[59, 45, 38]","[195, 184, 171]","[139, 122, 104]",IMG-20250104-WA0014.jpg,739.9649999999999,2.18
134.13,58.11,105.03,3524.06,"[162, 165, 164]","[33, 42, 51]","[124, 94, 74]",IMG-20250104-WA0015.jpg,573.1995,1.9
115.35,65.49,38.1,2547.04,"[140, 129, 122]","[57, 49, 46]","[209, 204, 202]",IMG-20250104-WA0022.jpg,414.897,1.63
147.71,64.74,32.68,35310.14,"[206, 208, 203]","[67, 66, 56]","[132, 132, 124]",IMG-20250104-WA0023.jpg,5333.2905,10.0
106.7,61.94,158.87,6946.83,"[123, 95, 49]","[53, 32, 13]","[206, 179, 138]",IMG-20250104-WA0024.jpg,1091.151,2.78
153.9,56.32,36.36,7726.3,"[200, 205, 212]","[68, 64, 65]","[138, 135, 135]",IMG-20250104-WA0025.jpg,1195.932,2.96
151.4,67.04,45.64,12785.8,"[213, 214, 211]","[64, 61, 47]","[138, 139, 126]",IMG-20250104-WA0026.jpg,1957.482,4.25
142.68,70.75,33.45,3508.45,"[222, 217, 214]","[54, 62, 60]","[157, 169, 175]",IMG-20250104-WA0027.jpg,563.2995,1.88
152.45,60.22,63.36,4097.3,"[91, 75, 54]","[226, 231, 227]","[159, 155, 136]",IMG-20250104-WA0030.jpg,655.9995,2.04
123.71,68.34,100.12,8419.21,"[66, 60, 35]","[232, 228, 207]","[137, 127, 93]",IMG-20250104-WA0031.jpg,1306.7069999999997,3.15
157.83,69.12,104.48,6246.41,"[116, 64, 30]","[172, 148, 121]","[219, 217, 213]",IMG-20250104-WA0032.jpg,986.6759999999999,2.6
147.41,66.09,88.15,11340.74,"[145, 123, 95]","[64, 47, 31]","[201, 190, 175]",IMG-20250104-WA0034.jpg,1746.3584999999998,3.9
126.44,74.27,39.81,7624.26,"[40, 45, 38]","[128, 135, 121]","[210, 211, 208]",IMG-20250104-WA0035.jpg,1179.7169999999999,2.93
161.39,71.55,46.43,3458.27,"[165, 152, 138]","[61, 49, 38]","[216, 216, 219]",IMG-20250104-WA0036.jpg,560.646,1.88
136.06,64.17,104.07,7786.55,"[231, 212, 191]","[79, 56, 36]","[144, 116, 94]",IMG-20250104-WA0037.jpg,1213.6275,2.99
164.76,63.84,48.57,12949.68,"[208, 208, 203]","[68, 70, 46]","[144, 147, 117]",IMG-20250104-WA0038.jpg,1984.0275,4.3
146.69,56.49,135.71,6022.46,"[103, 80, 48]","[57, 102, 180]","[170, 158, 128]",IMG-20250104-WA0040.jpg,954.2025,2.55
133.88,45.86,71.09,4791.35,"[93, 131, 210]","[90, 77, 63]","[155, 144, 129]",IMG-20250104-WA0041.jpg,756.327,2.21
130.78,64.43,68.12,4923.73,"[69, 56, 44]","[218, 217, 215]","[150, 132, 117]",IMG-20250104-WA0042.jpg,778.059,2.25
176.97,60.67,34.28,9866.41,"[155, 146, 135]","[218, 209, 202]","[60, 55, 49]",IMG-20250104-WA0043.jpg,1520.7495,3.51
170.52,59.84,63.67,8739.35,"[207, 208, 204]","[80, 81, 55]","[168, 148, 105]",IMG-20250104-WA0044.jpg,1355.0069999999998,3.23
94.49,58.27,78.42,4638.45,"[39, 41, 28]","[181, 189, 193]","[91, 100, 78]",IMG-20250104-WA0045.jpg,730.4445,2.17
109.31,50.84,96.57,3840.47,"[128, 103, 96]","[67, 49, 36]","[188, 189, 186]",IMG-20250104-WA0046.jpg,614.5785,1.97
154.22,69.07,81.64,13280.72,"[213, 204, 202]","[82, 64, 30]","[156, 140, 121]",IMG-20250104-WA0047.jpg,2037.8474999999996,4.39
147.08,84.66,59.89,9383.54,"[48, 45, 28]","[226, 226, 225]","[121, 114, 93]",IMG-20250104-WA0048.jpg,1451.2755000000002,3.39
126.63,55.14,90.72,5641.9,"[145, 134, 122]","[86, 71, 47]","[214, 227, 220]",IMG-20250104-WA0049.jpg,887.1585,2.43
170.4,68.58,53.46,7878.9,"[232, 231, 232]","[93, 79, 61]","[173, 157, 146]",IMG-20250104-WA0050.jpg,1225.7009999999998,3.01
180.04,60.62,48.97,6164.09,"[223, 220, 214]","[99, 82, 63]","[173, 161, 140]",IMG-20250104-WA0052.jpg,968.0579999999999,2.57
131.3,80.57,82.7,8358.27,"[149, 133, 112]","[54, 36, 25]","[231, 230, 226]",IMG-20250104-WA0053.jpg,1297.9260000000002,3.13
135.29,49.69,52.78,6400.48,"[185, 187, 175]","[131, 135, 110]","[69, 73, 51]",IMG-20250104-WA0054.jpg,995.7359999999999,2.62
123.22,76.43,63.49,7123.67,"[237, 223, 212]","[125, 108, 94]","[40, 31, 25]",IMG-20250104-WA0055.jpg,1108.0215,2.81
180.3,61.92,53.64,4977.41,"[223, 221, 213]","[181, 169, 139]","[66, 61, 39]",IMG-20250104-WA0056.jpg,790.9905,2.27
172.59,68.0,56.65,12209.59,"[224, 218, 214]","[85, 74, 52]","[173, 150, 121]",IMG-20250104-WA0059.jpg,1876.0245,4.12
152.41,80.55,99.49,13547.92,"[155, 136, 93]","[234, 233, 222]","[74, 57, 29]",IMG-20250104-WA0060.jpg,2082.0555,4.47
143.38,67.01,126.57,8375.22,"[217, 198, 162]","[80, 47, 26]","[151, 118, 78]",IMG-20250104-WA0061.jpg,1306.827,3.15
149.87,79.43,75.34,10657.94,"[242, 230, 219]","[144, 114, 97]","[56, 38, 31]",IMG-20250104-WA0063.jpg,1644.387,3.72
99.78,80.23,103.27,10961.95,"[133, 107, 94]","[38, 24, 22]","[230, 217, 205]",IMG-20250104-WA0064.jpg,1686.7845,3.79
155.19,65.12,52.18,13320.36,"[214, 207, 205]","[163, 144, 133]","[67, 51, 45]",IMG-20250104-WA0066.jpg,2038.9275,4.39
120.85,69.64,59.5,5315.29,"[210, 198, 191]","[48, 35, 36]","[135, 118, 112]",IMG-20250104-WA0067.jpg,834.792,2.34
130.1,68.82,83.65,6584.43,"[226, 213, 204]","[70, 46, 40]","[147, 120, 106]",IMG-20250104-WA0069.jpg,1030.05,2.68
121.18,71.26,112.09,4925.75,"[51, 28, 23]","[222, 202, 185]","[137, 100, 80]",IMG-20250104-WA0070.jpg,784.5419999999999,2.26
146.45,73.63,99.95,6550.92,"[61, 33, 21]","[219, 204, 192]","[154, 121, 99]",IMG-20250104-WA0071.jpg,1030.6425,2.68
142.27,79.55,44.01,7178.22,"[143, 128, 127]","[56, 46, 49]","[231, 226, 225]",IMG-20250104-WA0072.jpg,1116.6074999999998,2.82
139.42,82.13,34.59,10537.38,"[231, 227, 219]","[128, 119, 115]","[42, 38, 40]",IMG-20250104-WA0073.jpg,1619.0279999999998,3.68
117.27,71.22,130.97,4494.3,"[129, 91, 69]","[230, 211, 187]","[60, 32, 21]",IMG-20250104-WA0075.jpg,722.064,2.15
127.11,66.41,61.76,3666.37,"[120, 104, 98]","[223, 207, 194]","[46, 34, 37]",IMG-20250104-WA0076.jpg,588.2475,1.92
122.03,70.49,86.05,5792.3,"[144, 112, 99]","[223, 208, 195]","[55, 35, 33]",IMG-20250104-WA0077.jpg,910.6305,2.47
133.45,73.56,98.82,6463.68,"[67, 40, 34]","[147, 107, 89]","[236, 220, 205]",IMG-20250104-WA0078.jpg,1015.4265,2.65
149.91,78.0,74.41,6479.71,"[175, 150, 134]","[43, 30, 27]","[227, 216, 203]",IMG-20250104-WA0079.jpg,1017.3045,2.65
135.39,73.57,71.94,4331.78,"[139, 112, 99]","[65, 46, 41]","[234, 224, 214]",IMG-20250104-WA0080.jpg,691.9019999999999,2.1
133.42,71.03,84.64,6460.28,"[137, 105, 89]","[56, 36, 31]","[219, 201, 188]",IMG-20250104-WA0081.jpg,1012.4055,2.65
115.77,69.24,97.1,4423.95,"[55, 36, 31]","[222, 204, 189]","[145, 114, 97]",IMG-20250104-WA0082.jpg,705.909,2.12
139.99,75.91,50.43,7724.52,"[151, 135, 126]","[49, 38, 36]","[223, 213, 204]",IMG-20250104-WA0083.jpg,1198.6275,2.96
132.9,76.47,93.31,4918.07,"[36, 22, 18]","[214, 193, 178]","[131, 100, 87]",IMG-20250104-WA0084.jpg,783.1125,2.26
121.26,65.63,127.28,4938.7,"[71, 39, 28]","[225, 210, 195]","[154, 112, 87]",IMG-20250104-WA0085.jpg,787.9304999999999,2.26
116.77,78.46,85.37,7440.88,"[130, 107, 96]","[46, 31, 27]","[236, 225, 216]",IMG-20250104-WA0086.jpg,1158.222,2.89
153.02,65.86,68.22,5894.94,"[209, 201, 200]","[161, 135, 121]","[78, 54, 45]",IMG-20250104-WA0087.jpg,927.3059999999998,2.5
136.32,78.65,109.29,8523.04,"[231, 217, 204]","[56, 31, 23]","[157, 118, 92]",IMG-20250104-WA0088.jpg,1327.095,3.18
144.1,72.45,73.16,10097.51,"[234, 222, 213]","[70, 47, 42]","[159, 129, 116]",IMG-20250104-WA0089.jpg,1558.083,3.57
145.29,81.59,42.15,4811.62,"[229, 224, 221]","[45, 36, 34]","[154, 143, 137]",IMG-20250104-WA0090.jpg,762.0975,2.22
96.55,66.6,105.51,5478.95,"[44, 27, 24]","[219, 203, 190]","[127, 95, 79]",IMG-20250104-WA0091.jpg,862.1415,2.39
127.81,68.86,135.96,4119.45,"[164, 111, 78]","[66, 36, 25]","[235, 210, 181]",IMG-20250104-WA0092.jpg,667.8119999999999,2.06
162.74,59.75,40.86,5710.51,"[215, 208, 205]","[72, 56, 52]","[158, 141, 132]",IMG-20250104-WA0093.jpg,896.079,2.45
145.29,81.94,71.29,16283.51,"[155, 127, 110]","[36, 28, 26]","[232, 227, 210]",IMG-20250104-WA0094.jpg,2487.3044999999997,5.16
158.65,72.44,65.76,5373.17,"[228, 216, 203]","[68, 47, 40]","[157, 130, 117]",IMG-20250104-WA0095.jpg,850.503,2.37
141.22,75.93,66.37,8276.65,"[133, 110, 98]","[225, 216, 206]","[56, 40, 35]",IMG-20250104-WA0096.jpg,1284.0255,3.11
157.13,64.2,73.28,6752.93,"[167, 136, 120]","[239, 228, 220]","[72, 50, 43]",IMG-20250104-WA0097.jpg,1057.1309999999999,2.72
122.76,64.76,110.4,5362.74,"[144, 106, 85]","[58, 32, 27]","[221, 207, 189]",IMG-20250104-WA0098.jpg,849.0989999999999,2.37
123.26,70.4,36.35,6300.71,"[231, 228, 227]","[57, 48, 48]","[153, 143, 142]",IMG-20250104-WA0099.jpg,979.608,2.59
130.08,82.14,55.26,10538.87,"[233, 226, 218]","[52, 40, 37]","[155, 139, 132]",IMG-20250104-WA0101.jpg,1620.9525,3.68
131.53,73.53,50.46,3855.86,"[218, 211, 210]","[51, 37, 38]","[125, 118, 120]",IMG-20250104-WA0102.jpg,616.707,1.97
127.47,78.7,73.77,4957.65,"[131, 117, 113]","[50, 33, 33]","[226, 214, 207]",IMG-20250104-WA0103.jpg,785.6384999999999,2.26
143.38,72.4,54.74,4430.23,"[141, 129, 123]","[53, 42, 42]","[218, 208, 203]",IMG-20250104-WA0104.jpg,705.1124999999998,2.12
142.56,59.21,47.24,2829.61,"[229, 217, 208]","[89, 76, 72]","[153, 143, 137]",IMG-20250104-WA0105.jpg,461.793,1.71
118.21,67.39,77.41,5397.11,"[52, 32, 27]","[213, 201, 192]","[125, 114, 108]",IMG-20250104-WA0106.jpg,849.0179999999999,2.37
140.29,73.46,57.18,6512.04,"[128, 116, 115]","[217, 209, 204]","[52, 35, 32]",IMG-20250104-WA0107.jpg,1017.4454999999999,2.65
142.81,63.6,37.59,2648.73,"[201, 198, 196]","[126, 124, 124]","[56, 42, 42]",IMG-20250104-WA0108.jpg,433.9095,1.66
120.52,65.28,66.26,2938.06,"[122, 111, 110]","[48, 32, 31]","[199, 190, 187]",IMG-20250104-WA0109.jpg,478.51800000000003,1.74
117.41,69.76,70.04,4086.89,"[216, 203, 192]","[48, 35, 34]","[120, 104, 98]",IMG-20250104-WA0110.jpg,651.615,2.03
125.34,68.36,81.06,3298.52,"[149, 129, 116]","[66, 47, 42]","[231, 216, 202]",IMG-20250104-WA0111.jpg,535.992,1.84
141.18,67.75,45.55,3434.76,"[215, 206, 203]","[60, 48, 51]","[137, 126, 125]",IMG-20250104-WA0112.jpg,553.3860000000001,1.86
109.38,65.62,97.33,4967.52,"[115, 97, 84]","[199, 182, 167]","[43, 25, 19]",IMG-20250104-WA0114.jpg,785.9775000000001,2.26
127.08,76.71,101.94,4694.19,"[155, 117, 95]","[223, 202, 186]","[41, 24, 26]",IMG-20250104-WA0115.jpg,749.9879999999999,2.2
158.15,60.59,39.34,3362.56,"[162, 145, 140]","[86, 72, 72]","[220, 209, 204]",IMG-20250104-WA0116.jpg,543.096,1.85
116.13,74.46,87.75,5124.43,"[130, 106, 99]","[42, 25, 25]","[216, 209, 205]",IMG-20250104-WA0117.jpg,810.4155,2.3
129.81,65.9,47.36,3561.64,"[124, 115, 113]","[218, 209, 201]","[55, 44, 44]",IMG-20250104-WA0118.jpg,570.7065,1.89
124.28,67.29,63.92,3040.17,"[227, 216, 206]","[66, 50, 46]","[138, 125, 118]",IMG-20250104-WA0119.jpg,494.34900000000005,1.76
113.38,64.29,48.08,3608.6,"[208, 200, 196]","[131, 119, 116]","[53, 43, 42]",IMG-20250104-WA0120.jpg,575.1524999999999,1.9
102.98,71.98,76.66,3833.64,"[118, 108, 108]","[217, 209, 205]","[37, 24, 25]",IMG-20250104-WA0121.jpg,612.789,1.97
125.91,85.82,97.97,12565.73,"[35, 20, 17]","[232, 218, 209]","[139, 110, 98]",IMG-20250104-WA0122.jpg,1931.3144999999997,4.21
129.98,69.64,62.23,5830.4,"[141, 118, 106]","[216, 204, 192]","[55, 41, 40]",IMG-20250104-WA0123.jpg,913.8375,2.48
129.81,84.43,67.4,9845.95,"[229, 220, 211]","[44, 32, 29]","[150, 129, 116]",IMG-20250104-WA0124.jpg,1519.1385000000002,3.51
108.62,78.75,127.37,8337.24,"[40, 21, 16]","[229, 208, 186]","[136, 96, 76]",IMG-20250104-WA0125.jpg,1297.797,3.13
137.29,76.09,65.92,7896.05,"[232, 223, 214]","[61, 44, 39]","[148, 127, 115]",IMG-20250104-WA0126.jpg,1226.3025,3.01
116.97,73.26,75.14,6436.35,"[229, 211, 197]","[50, 36, 36]","[129, 105, 93]",IMG-20250104-WA0128.jpg,1005.258,2.63
132.4,76.08,66.86,5119.99,"[226, 213, 205]","[53, 38, 36]","[146, 123, 113]",IMG-20250104-WA0129.jpg,809.2995,2.3
121.2,65.65,101.08,6099.67,"[56, 34, 28]","[226, 212, 201]","[143, 108, 91]",IMG-20250104-WA0130.jpg,958.14,2.55
140.08,72.38,43.63,8861.14,"[140, 129, 121]","[222, 217, 211]","[58, 51, 48]",IMG-20250104-WA0131.jpg,1367.5845,3.25
95.23,76.56,93.6,9405.31,"[28, 19, 21]","[223, 211, 197]","[112, 92, 83]",IMG-20250104-WA0132.jpg,1450.605,3.39
132.39,74.54,67.91,8330.94,"[216, 202, 190]","[37, 27, 26]","[138, 115, 102]",IMG-20250104-WA0135.jpg,1290.8670000000002,3.12
109.42,72.04,112.39,7030.46,"[123, 86, 72]","[226, 200, 174]","[38, 21, 20]",IMG-20250104-WA0136.jpg,1098.6465,2.79
99.95,72.48,136.74,13432.35,"[45, 23, 17]","[232, 213, 190]","[129, 90, 71]",IMG-20250104-WA0137.jpg,2061.228,4.43
136.52,55.01,68.42,3204.52,"[87, 77, 50]","[201, 200, 201]","[135, 128, 110]",IMG-20250104-WA0138.jpg,519.6705,1.81
134.37,56.89,41.05,2700.32,"[205, 206, 207]","[66, 51, 41]","[145, 143, 136]",IMG-20250104-WA0139.jpg,439.8945,1.67
123.9,56.27,113.98,3000.0,"[53, 32, 18]","[129, 101, 78]","[191, 165, 139]",IMG-20250104-WA0140.jpg,494.1225,1.76
152.03,64.99,64.21,8504.66,"[77, 59, 42]","[211, 208, 201]","[155, 139, 120]",IMG-20250104-WA0141.jpg,1317.8835,3.17
157.6,67.77,94.02,2358.67,"[221, 207, 167]","[67, 50, 33]","[174, 149, 98]",IMG-20250104-WA0142.jpg,401.709,1.61
171.03,72.62,71.59,8335.58,"[209, 207, 196]","[37, 18, 12]","[152, 130, 106]",IMG-20250104-WA0143.jpg,1297.623,3.13
126.81,59.07,103.69,4032.74,"[191, 168, 145]","[63, 40, 28]","[148, 115, 87]",IMG-20250104-WA0144.jpg,648.3465,2.03
126.61,61.04,95.19,2989.77,"[142, 116, 101]","[73, 40, 29]","[191, 174, 162]",IMG-20250104-WA0145.jpg,490.89149999999995,1.76
199.07,57.31,47.93,4957.05,"[186, 174, 152]","[109, 86, 63]","[233, 226, 208]",IMG-20250104-WA0146.jpg,789.204,2.27
182.18,63.1,86.06,5500.83,"[222, 214, 172]","[152, 135, 88]","[70, 54, 27]",IMG-20250104-WA0147.jpg,874.8255,2.41
182.07,46.61,31.2,2753.54,"[215, 210, 203]","[119, 104, 88]","[173, 163, 151]",IMG-20250104-WA0148.jpg,452.01300000000003,1.69
156.33,60.26,108.24,4570.73,"[83, 60, 31]","[212, 197, 158]","[158, 134, 89]",IMG-20250104-WA0150.jpg,734.334,2.17
156.52,65.55,48.11,7005.93,"[68, 56, 47]","[212, 203, 193]","[141, 126, 110]",IMG-20250104-WA0151.jpg,1091.4165,2.78
138.72,58.58,40.22,2394.42,"[194, 196, 194]","[127, 128, 114]","[62, 54, 46]",IMG-20250104-WA0152.jpg,394.791,1.59
173.09,53.21,24.91,3474.88,"[95, 81, 74]","[202, 204, 212]","[173, 171, 172]",IMG-20250104-WA0153.jpg,558.9135,1.87
134.05,67.45,48.6,5384.61,"[142, 132, 116]","[207, 203, 196]","[61, 54, 44]",IMG-20250104-WA0154.jpg,845.2064999999999,2.36
150.74,44.15,38.97,4071.25,"[141, 131, 119]","[83, 76, 63]","[194, 188, 180]",IMG-20250104-WA0155.jpg,645.7665,2.02
